"ID";"Bedrijfskenmerken";"Perioden";"OpenstaandeVacatures_1";"OntstaneVacatures_2";"VervuldeVacatures_3"
"1641";"350000 ";"2006KW01";"    14.1";"      18";"      15"
"1642";"350000 ";"2006KW02";"    15.7";"      19";"      17"
"1643";"350000 ";"2006KW03";"    17.4";"      19";"      17"
"1644";"350000 ";"2006KW04";"    15.6";"      13";"      15"
"1645";"350000 ";"2006JJ00";"    15.2";"      68";"      64"
"1646";"350000 ";"2007KW01";"    18.9";"      20";"      16"
"1647";"350000 ";"2007KW02";"    20.2";"      18";"      17"
"1648";"350000 ";"2007KW03";"    19.8";"      16";"      16"
"1649";"350000 ";"2007KW04";"    18.9";"      14";"      15"
"1650";"350000 ";"2007JJ00";"    19.0";"      68";"      64"
"1651";"350000 ";"2008KW01";"    21.6";"      17";"      14"
"1652";"350000 ";"2008KW02";"    19.8";"      14";"      16"
"1653";"350000 ";"2008KW03";"    17.1";"      13";"      16"
"1654";"350000 ";"2008KW04";"    12.3";"       8";"      13"
"1655";"350000 ";"2008JJ00";"    18.5";"      52";"      59"
"1656";"350000 ";"2009KW01";"     8.7";"       7";"      11"
"1657";"350000 ";"2009KW02";"     6.9";"       6";"       8"
"1658";"350000 ";"2009KW03";"     6.0";"       6";"       7"
"1659";"350000 ";"2009KW04";"     5.4";"       6";"       7"
"1660";"350000 ";"2009JJ00";"     7.6";"      26";"      33"
"1661";"350000 ";"2010KW01";"     5.6";"       8";"       8"
"1662";"350000 ";"2010KW02";"     5.3";"       7";"       7"
"1663";"350000 ";"2010KW03";"     6.2";"       8";"       7"
"1664";"350000 ";"2010KW04";"     6.0";"       7";"       7"
"1665";"350000 ";"2010JJ00";"     5.7";"      30";"      29"
"1666";"350000 ";"2011KW01";"     6.5";"       9";"       9"
"1667";"350000 ";"2011KW02";"     6.8";"       8";"       8"
"1668";"350000 ";"2011KW03";"     5.6";"       6";"       7"
"1669";"350000 ";"2011KW04";"     4.7";"       4";"       5"
"1670";"350000 ";"2011JJ00";"     6.0";"      28";"      29"
"1671";"350000 ";"2012KW01";"     5.1";"       7";"       6"
"1672";"350000 ";"2012KW02";"     4.6";"       6";"       6"
"1673";"350000 ";"2012KW03";"     4.2";"       5";"       6"
"1674";"350000 ";"2012KW04";"     3.0";"       4";"       5"
"1675";"350000 ";"2012JJ00";"     4.5";"      22";"      23"
"1676";"350000 ";"2013KW01";"     3.3";"       5";"       5"
"1677";"350000 ";"2013KW02";"     3.0";"       6";"       6"
"1678";"350000 ";"2013KW03";"     3.3";"       5";"       4"
"1679";"350000 ";"2013KW04";"     3.0";"       4";"       4"
"1680";"350000 ";"2013JJ00";"     3.2";"      20";"      21"
"1681";"350000 ";"2014KW01";"     3.9";"       6";"       5"
"1682";"350000 ";"2014KW02";"     4.0";"       5";"       5"
"1683";"350000 ";"2014KW03";"     4.1";"       5";"       5"
"1684";"350000 ";"2014KW04";"     3.9";"       4";"       5"
"1685";"350000 ";"2014JJ00";"     3.9";"      22";"      21"
"1686";"350000 ";"2015KW01";"     4.4";"       7";"       6"
"1687";"350000 ";"2015KW02";"     5.4";"       8";"       7"
"1688";"350000 ";"2015KW03";"     5.5";"       8";"       7"
"1689";"350000 ";"2015KW04";"     5.6";"       7";"       7"
"1690";"350000 ";"2015JJ00";"     5.0";"      30";"      28"
"1691";"350000 ";"2016KW01";"     5.9";"       7";"       7"
"1692";"350000 ";"2016KW02";"     6.8";"       9";"       8"
"1693";"350000 ";"2016KW03";"     7.2";"       9";"       8"
"1694";"350000 ";"2016KW04";"     7.3";"       8";"       8"
"1695";"350000 ";"2016JJ00";"     6.6";"      33";"      31"
"1696";"350000 ";"2017KW01";"     9.6";"      10";"       8"
"1697";"350000 ";"2017KW02";"    11.4";"      12";"      10"
"1698";"350000 ";"2017KW03";"    12.8";"      12";"      10"
"1699";"350000 ";"2017KW04";"    14.2";"      12";"      11"
"1700";"350000 ";"2017JJ00";"    11.1";"      46";"      39"
"1701";"350000 ";"2018KW01";"    15.6";"      13";"      12"
"1702";"350000 ";"2018KW02";"    16.7";"      13";"      12"
"1703";"350000 ";"2018KW03";"    16.3";"      12";"      12"
"1704";"350000 ";"2018KW04";"    16.6";"      12";"      12"
"1705";"350000 ";"2018JJ00";"    16.0";"      50";"      47"
"1706";"350000 ";"2019KW01";"    18.9";"      16";"      14"
"1707";"350000 ";"2019KW02";"    18.8";"      13";"      13"
"1708";"350000 ";"2019KW03";"    18.0";"      11";"      12"
"1709";"350000 ";"2019KW04";"    16.8";"      10";"      11"
"1710";"350000 ";"2019JJ00";"    18.1";"      49";"      49"
"1711";"350000 ";"2020KW01";"    13.9";"      11";"      13"
"1712";"350000 ";"2020KW02";"    13.1";"       9";"      10"
"1713";"350000 ";"2020KW03";"    14.4";"      11";"       9"
"1714";"350000 ";"2020KW04";"    15.6";"      10";"       9"
"1715";"350000 ";"2020JJ00";"    14.4";"      41";"      42"
"1716";"350000 ";"2021KW01";"    18.1";"      13";"      11"
"1717";"350000 ";"2021KW02";"    21.1";"      14";"      11"
"1718";"350000 ";"2021KW03";"    23.2";"      14";"      12"
"1719";"350000 ";"2021KW04";"    25.1";"      14";"      12"
"1720";"350000 ";"2021JJ00";"    20.7";"      55";"      46"
"1721";"350000 ";"2022KW01";"    26.4";"      15";"      14"
"1722";"350000 ";"2022KW02";"    28.5";"      14";"      12"
"1723";"350000 ";"2022KW03";"    27.0";"      12";"      14"
"1724";"350000 ";"2022KW04";"    24.2";"      11";"      14"
"1725";"350000 ";"2022JJ00";"    26.6";"      52";"      53"
"1726";"350000 ";"2023KW01";"    25.4";"      15";"      14"
"1727";"350000 ";"2023KW02";"    26.1";"      14";"      13"
"1728";"350000 ";"2023KW03";"    26.6";"      13";"      13"
"1729";"354200 ";"1997KW01";"    14.5";"      29";"      28"
"1730";"354200 ";"1997KW02";"    16.4";"      38";"      36"
"1731";"354200 ";"1997KW03";"    15.3";"      39";"      40"
"1732";"354200 ";"1997KW04";"    21.1";"      44";"      38"
"1733";"354200 ";"1997JJ00";"       .";"     150";"     142"
"1734";"354200 ";"1998KW01";"    20.4";"      45";"      45"
"1735";"354200 ";"1998KW02";"    26.4";"      53";"      47"
"1736";"354200 ";"1998KW03";"    23.6";"      50";"      53"
"1737";"354200 ";"1998KW04";"    23.2";"      47";"      47"
"1738";"354200 ";"1998JJ00";"    23.2";"     195";"     193"
"1739";"354200 ";"1999KW01";"    28.4";"      49";"      44"
"1740";"354200 ";"1999KW02";"    36.4";"      58";"      50"
"1741";"354200 ";"1999KW03";"    29.5";"      45";"      52"
"1742";"354200 ";"1999KW04";"    31.1";"      52";"      51"
"1743";"354200 ";"1999JJ00";"    30.3";"     204";"     196"
"1744";"354200 ";"2000KW01";"    35.6";"      56";"      51"
"1745";"354200 ";"2000KW02";"    37.1";"      53";"      51"
"1746";"354200 ";"2000KW03";"    30.7";"      50";"      56"
"1747";"354200 ";"2000KW04";"    34.7";"      60";"      56"
"1748";"354200 ";"2000JJ00";"    34.1";"     218";"     215"
"1749";"354200 ";"2001KW01";"    34.7";"      54";"      54"
"1750";"354200 ";"2001KW02";"    35.3";"      51";"      50"
"1751";"354200 ";"2001KW03";"    26.2";"      44";"      53"
"1752";"354200 ";"2001KW04";"    25.5";"      43";"      44"
"1753";"354200 ";"2001JJ00";"    31.6";"     192";"     201"
"1754";"354200 ";"2002KW01";"    29.4";"      43";"      39"
"1755";"354200 ";"2002KW02";"    27.3";"      39";"      42"
"1756";"354200 ";"2002KW03";"    20.4";"      35";"      42"
"1757";"354200 ";"2002KW04";"    23.3";"      38";"      35"
"1758";"354200 ";"2002JJ00";"    25.4";"     154";"     157"
"1759";"354200 ";"2003KW01";"    22.9";"      37";"      38"
"1760";"354200 ";"2003KW02";"    26.4";"      37";"      33"
"1761";"354200 ";"2003KW03";"    13.8";"      30";"      43"
"1762";"354200 ";"2003KW04";"    18.7";"      37";"      32"
"1763";"354200 ";"2003JJ00";"    21.0";"     142";"     146"
"1764";"354200 ";"2004KW01";"    20.5";"      33";"      31"
"1765";"354200 ";"2004KW02";"    23.0";"      39";"      37"
"1766";"354200 ";"2004KW03";"    18.4";"      35";"      39"
"1767";"354200 ";"2004KW04";"    22.0";"      39";"      35"
"1768";"354200 ";"2004JJ00";"    20.6";"     146";"     142"
"1769";"354200 ";"2005KW01";"    23.6";"      37";"      35"
"1770";"354200 ";"2005KW02";"    23.5";"      38";"      38"
"1771";"354200 ";"2005KW03";"    26.3";"      51";"      48"
"1772";"354200 ";"2005KW04";"    28.2";"      48";"      46"
"1773";"354200 ";"2005JJ00";"    24.6";"     173";"     167"
"1774";"354200 ";"2006KW01";"    30.2";"      49";"      47"
"1775";"354200 ";"2006KW02";"    34.3";"      60";"      56"
"1776";"354200 ";"2006KW03";"    34.3";"      56";"      56"
"1777";"354200 ";"2006KW04";"    34.2";"      52";"      52"
"1778";"354200 ";"2006JJ00";"    32.5";"     216";"     210"
"1779";"354200 ";"2007KW01";"    35.8";"      58";"      56"
"1780";"354200 ";"2007KW02";"    38.9";"      61";"      58"
"1781";"354200 ";"2007KW03";"    39.6";"      57";"      56"
"1782";"354200 ";"2007KW04";"    40.7";"      59";"      58"
"1783";"354200 ";"2007JJ00";"    38.0";"     235";"     229"
"1784";"354200 ";"2008KW01";"    40.2";"      54";"      55"
"1785";"354200 ";"2008KW02";"    42.1";"      61";"      59"
"1786";"354200 ";"2008KW03";"    39.4";"      62";"      65"
"1787";"354200 ";"2008KW04";"    27.6";"      48";"      60"
"1788";"354200 ";"2008JJ00";"    39.0";"     226";"     239"
"1789";"354200 ";"2009KW01";"    22.2";"      42";"      47"
"1790";"354200 ";"2009KW02";"    20.0";"      43";"      45"
"1791";"354200 ";"2009KW03";"    19.8";"      48";"      48"
"1792";"354200 ";"2009KW04";"    19.6";"      45";"      45"
"1793";"354200 ";"2009JJ00";"    21.4";"     177";"     185"
"1794";"354200 ";"2010KW01";"    20.9";"      42";"      41"
"1795";"354200 ";"2010KW02";"    24.2";"      49";"      46"
"1796";"354200 ";"2010KW03";"    24.4";"      53";"      53"
"1797";"354200 ";"2010KW04";"    25.0";"      52";"      51"
"1798";"354200 ";"2010JJ00";"    22.9";"     196";"     191"
"1799";"354200 ";"2011KW01";"    24.3";"      45";"      46"
"1800";"354200 ";"2011KW02";"    26.6";"      52";"      50"
"1801";"354200 ";"2011KW03";"    26.0";"      50";"      51"
"1802";"354200 ";"2011KW04";"    22.2";"      45";"      49"
"1803";"354200 ";"2011JJ00";"    25.1";"     193";"     196"
"1804";"354200 ";"2012KW01";"    21.2";"      41";"      42"
"1805";"354200 ";"2012KW02";"    20.6";"      45";"      46"
"1806";"354200 ";"2012KW03";"    19.2";"      43";"      44"
"1807";"354200 ";"2012KW04";"    16.1";"      37";"      40"
"1808";"354200 ";"2012JJ00";"    20.0";"     166";"     172"
"1809";"354200 ";"2013KW01";"    17.1";"      38";"      37"
"1810";"354200 ";"2013KW02";"    17.5";"      39";"      38"
"1811";"354200 ";"2013KW03";"    17.7";"      42";"      41"
"1812";"354200 ";"2013KW04";"    16.8";"      38";"      39"
"1813";"354200 ";"2013JJ00";"    17.2";"     153";"     152"
"1814";"354200 ";"2014KW01";"    19.4";"      42";"      39"
"1815";"354200 ";"2014KW02";"    20.8";"      44";"      43"
"1816";"354200 ";"2014KW03";"    21.9";"      47";"      46"
"1817";"354200 ";"2014KW04";"    22.4";"      46";"      45"
"1818";"354200 ";"2014JJ00";"    20.4";"     179";"     173"
"1819";"354200 ";"2015KW01";"    24.0";"      47";"      45"
"1820";"354200 ";"2015KW02";"    26.5";"      53";"      50"
"1821";"354200 ";"2015KW03";"    26.9";"      52";"      52"
"1822";"354200 ";"2015KW04";"    26.4";"      52";"      53"
"1823";"354200 ";"2015JJ00";"    25.5";"     204";"     200"
"1824";"354200 ";"2016KW01";"    28.1";"      53";"      51"
"1825";"354200 ";"2016KW02";"    30.2";"      57";"      55"
"1826";"354200 ";"2016KW03";"    30.9";"      57";"      56"
"1827";"354200 ";"2016KW04";"    31.9";"      58";"      57"
"1828";"354200 ";"2016JJ00";"    29.6";"     224";"     219"
"1829";"354200 ";"2017KW01";"    37.2";"      59";"      54"
"1830";"354200 ";"2017KW02";"    42.7";"      67";"      61"
"1831";"354200 ";"2017KW03";"    42.9";"      66";"      65"
"1832";"354200 ";"2017KW04";"    42.7";"      63";"      63"
"1833";"354200 ";"2017JJ00";"    40.0";"     254";"     243"
"1834";"354200 ";"2018KW01";"    45.7";"      70";"      67"
"1835";"354200 ";"2018KW02";"    51.1";"      78";"      73"
"1836";"354200 ";"2018KW03";"    53.2";"      76";"      74"
"1837";"354200 ";"2018KW04";"    50.3";"      68";"      71"
"1838";"354200 ";"2018JJ00";"    49.1";"     293";"     285"
"1839";"354200 ";"2019KW01";"    55.0";"      75";"      70"
"1840";"354200 ";"2019KW02";"    57.7";"      78";"      75"
"1841";"354200 ";"2019KW03";"    58.3";"      79";"      78"
"1842";"354200 ";"2019KW04";"    56.3";"      73";"      76"
"1843";"354200 ";"2019JJ00";"    56.1";"     305";"     299"
"1844";"354200 ";"2020KW01";"    41.5";"      62";"      77"
"1845";"354200 ";"2020KW02";"    37.3";"      55";"      59"
"1846";"354200 ";"2020KW03";"    43.0";"      66";"      60"
"1847";"354200 ";"2020KW04";"    39.4";"      60";"      63"
"1848";"354200 ";"2020JJ00";"    42.4";"     242";"     258"
"1849";"354200 ";"2021KW01";"    44.5";"      61";"      56"
"1850";"354200 ";"2021KW02";"    64.8";"      89";"      69"
"1851";"354200 ";"2021KW03";"    75.8";"      89";"      78"
"1852";"354200 ";"2021KW04";"    77.1";"      83";"      82"
"1853";"354200 ";"2021JJ00";"    60.8";"     323";"     285"
"1854";"354200 ";"2022KW01";"    92.1";"      95";"      80"
"1855";"354200 ";"2022KW02";"   100.5";"      99";"      91"
"1856";"354200 ";"2022KW03";"    92.9";"      85";"      93"
"1857";"354200 ";"2022KW04";"    85.5";"      76";"      84"
"1858";"354200 ";"2022JJ00";"    91.7";"     355";"     347"
"1859";"354200 ";"2023KW01";"    83.9";"      78";"      80"
"1860";"354200 ";"2023KW02";"    86.4";"      82";"      80"
"1861";"354200 ";"2023KW03";"    79.8";"      77";"      83"
"1862";"300006 ";"1997KW01";"    22.0";"      47";"      45"
"1863";"300006 ";"1997KW02";"    24.1";"      60";"      58"
"1864";"300006 ";"1997KW03";"    22.3";"      59";"      61"
"1865";"300006 ";"1997KW04";"    31.8";"      68";"      59"
"1866";"300006 ";"1997JJ00";"       .";"     235";"     222"
"1867";"300006 ";"1998KW01";"    35.4";"      71";"      68"
"1868";"300006 ";"1998KW02";"    39.9";"      76";"      72"
"1869";"300006 ";"1998KW03";"    33.1";"      73";"      79"
"1870";"300006 ";"1998KW04";"    35.2";"      67";"      65"
"1871";"300006 ";"1998JJ00";"    35.5";"     287";"     283"
"1872";"300006 ";"1999KW01";"    45.4";"      77";"      66"
"1873";"300006 ";"1999KW02";"    56.2";"      89";"      78"
"1874";"300006 ";"1999KW03";"    46.7";"      71";"      80"
"1875";"300006 ";"1999KW04";"    49.2";"      76";"      74"
"1876";"300006 ";"1999JJ00";"    47.6";"     312";"     298"
"1877";"300006 ";"2000KW01";"    53.8";"      87";"      82"
"1878";"300006 ";"2000KW02";"    55.7";"      82";"      80"
"1879";"300006 ";"2000KW03";"    47.2";"      75";"      84"
"1880";"300006 ";"2000KW04";"    51.5";"      83";"      78"
"1881";"300006 ";"2000JJ00";"    51.8";"     327";"     325"
"1882";"300006 ";"2001KW01";"    52.5";"      82";"      81"
"1883";"300006 ";"2001KW02";"    53.1";"      85";"      85"
"1884";"300006 ";"2001KW03";"    41.0";"      68";"      80"
"1885";"300006 ";"2001KW04";"    38.3";"      61";"      64"
"1886";"300006 ";"2001JJ00";"    47.9";"     297";"     310"
"1887";"300006 ";"2002KW01";"    45.1";"      66";"      60"
"1888";"300006 ";"2002KW02";"    43.6";"      68";"      70"
"1889";"300006 ";"2002KW03";"    31.9";"      53";"      65"
"1890";"300006 ";"2002KW04";"    32.6";"      53";"      52"
"1891";"300006 ";"2002JJ00";"    39.0";"     241";"     246"
"1892";"300006 ";"2003KW01";"    34.2";"      56";"      54"
"1893";"300006 ";"2003KW02";"    36.9";"      57";"      54"
"1894";"300006 ";"2003KW03";"    20.0";"      48";"      64"
"1895";"300006 ";"2003KW04";"    26.9";"      54";"      47"
"1896";"300006 ";"2003JJ00";"    30.2";"     214";"     220"
"1897";"300006 ";"2004KW01";"    32.3";"      55";"      50"
"1898";"300006 ";"2004KW02";"    38.0";"      67";"      61"
"1899";"300006 ";"2004KW03";"    28.8";"      55";"      64"
"1900";"300006 ";"2004KW04";"    32.5";"      57";"      53"
"1901";"300006 ";"2004JJ00";"    32.2";"     234";"     228"
"1902";"300006 ";"2005KW01";"    42.4";"      66";"      56"
"1903";"300006 ";"2005KW02";"    39.8";"      63";"      65"
"1904";"300006 ";"2005KW03";"    42.8";"      77";"      74"
"1905";"300006 ";"2005KW04";"    41.6";"      67";"      68"
"1906";"300006 ";"2005JJ00";"    40.5";"     273";"     264"
"1907";"300006 ";"2006KW01";"    49.1";"      79";"      71"
"1908";"300006 ";"2006KW02";"    58.0";"      98";"      89"
"1909";"300006 ";"2006KW03";"    55.2";"      86";"      89"
"1910";"300006 ";"2006KW04";"    53.4";"      75";"      76"
"1911";"300006 ";"2006JJ00";"    52.5";"     337";"     326"
"1912";"300006 ";"2007KW01";"    59.7";"      90";"      84"
"1913";"300006 ";"2007KW02";"    66.5";"      97";"      90"
"1914";"300006 ";"2007KW03";"    63.2";"      86";"      89"
"1915";"300006 ";"2007KW04";"    62.3";"      85";"      86"
"1916";"300006 ";"2007JJ00";"    61.8";"     358";"     349"
"1917";"300006 ";"2008KW01";"    64.9";"      86";"      84"
"1918";"300006 ";"2008KW02";"    68.4";"      95";"      91"
"1919";"300006 ";"2008KW03";"    60.8";"      90";"      98"
"1920";"300006 ";"2008KW04";"    43.3";"      68";"      85"
"1921";"300006 ";"2008JJ00";"    61.7";"     339";"     358"
"1922";"300006 ";"2009KW01";"    35.4";"      60";"      67"
"1923";"300006 ";"2009KW02";"    32.2";"      66";"      69"
"1924";"300006 ";"2009KW03";"    30.4";"      67";"      69"
"1925";"300006 ";"2009KW04";"    28.2";"      61";"      63"
"1926";"300006 ";"2009JJ00";"    33.4";"     253";"     268"
"1927";"300006 ";"2010KW01";"    31.9";"      61";"      58"
"1928";"300006 ";"2010KW02";"    36.8";"      70";"      65"
"1929";"300006 ";"2010KW03";"    36.6";"      75";"      75"
"1930";"300006 ";"2010KW04";"    36.0";"      69";"      70"
"1931";"300006 ";"2010JJ00";"    34.4";"     275";"     267"
"1932";"300006 ";"2011KW01";"    37.6";"      68";"      66"
"1933";"300006 ";"2011KW02";"    41.6";"      78";"      74"
"1934";"300006 ";"2011KW03";"    38.4";"      74";"      77"
"1935";"300006 ";"2011KW04";"    33.2";"      65";"      70"
"1936";"300006 ";"2011JJ00";"    38.0";"     285";"     288"
"1937";"300006 ";"2012KW01";"    33.3";"      62";"      62"
"1938";"300006 ";"2012KW02";"    32.4";"      69";"      70"
"1939";"300006 ";"2012KW03";"    29.2";"      62";"      66"
"1940";"300006 ";"2012KW04";"    25.1";"      53";"      57"
"1941";"300006 ";"2012JJ00";"    31.0";"     247";"     255"
"1942";"300006 ";"2013KW01";"    28.0";"      58";"      55"
"1943";"300006 ";"2013KW02";"    28.0";"      61";"      61"
"1944";"300006 ";"2013KW03";"    27.9";"      62";"      62"
"1945";"300006 ";"2013KW04";"    25.7";"      55";"      57"
